ID,income_above_limit
ID_TZ209742,0
ID_TZ209745,0
ID_TZ209746,0
ID_TZ209747,0
ID_TZ209748,0
ID_TZ209751,0
ID_TZ209754,0
ID_TZ209756,0
ID_TZ209757,0
ID_TZ209758,0
ID_TZ209759,0
ID_TZ209761,0
ID_TZ209762,0
ID_TZ209763,0
ID_TZ209764,0
ID_TZ209767,0
ID_TZ209768,0
ID_TZ209769,0
ID_TZ209770,0
ID_TZ209771,0
ID_TZ209772,0
ID_TZ209774,0
ID_TZ209775,0
ID_TZ209777,0
ID_TZ209778,0
ID_TZ209780,0
ID_TZ209781,0
ID_TZ209783,0
ID_TZ209784,0
ID_TZ209785,0
ID_TZ209786,0
ID_TZ209787,0
ID_TZ209788,0
ID_TZ209790,0
ID_TZ209791,0
ID_TZ209792,0
ID_TZ209794,0
ID_TZ209796,0
ID_TZ209797,0
ID_TZ209798,0
ID_TZ209799,0
ID_TZ209802,0
ID_TZ209803,0
ID_TZ209804,1
ID_TZ209806,0
ID_TZ209808,0
ID_TZ209809,0
ID_TZ209810,0
ID_TZ209812,0
ID_TZ209813,0
ID_TZ209814,0
ID_TZ209815,0
ID_TZ209818,0
ID_TZ209819,1
ID_TZ209820,0
ID_TZ209821,0
ID_TZ209823,0
ID_TZ209824,0
ID_TZ209825,0
ID_TZ209828,0
ID_TZ209829,1
ID_TZ209830,0
ID_TZ209831,0
ID_TZ209832,0
ID_TZ209833,0
ID_TZ209834,0
ID_TZ209835,0
ID_TZ209836,0
ID_TZ209837,0
ID_TZ209839,0
ID_TZ209840,0
ID_TZ209841,0
ID_TZ209842,0
ID_TZ209843,0
ID_TZ209844,0
ID_TZ209846,0
ID_TZ209847,0
ID_TZ209848,0
ID_TZ209850,0
ID_TZ209851,0
ID_TZ209852,0
ID_TZ209853,0
ID_TZ209854,0
ID_TZ209855,1
ID_TZ209858,0
ID_TZ209859,0
ID_TZ209861,0
ID_TZ209862,0
ID_TZ209863,0
ID_TZ209865,0
ID_TZ209866,0
ID_TZ209867,0
ID_TZ209868,0
ID_TZ209869,0
ID_TZ209870,0
ID_TZ209871,0
ID_TZ209872,0
ID_TZ209873,0
ID_TZ209874,0
ID_TZ209876,0
ID_TZ209877,0
ID_TZ209878,0
ID_TZ209879,0
ID_TZ209880,0
ID_TZ209882,0
ID_TZ209883,0
ID_TZ209884,0
ID_TZ209885,0
ID_TZ209887,0
ID_TZ209888,0
ID_TZ209889,0
ID_TZ209890,0
ID_TZ209891,0
ID_TZ209894,0
ID_TZ209896,0
ID_TZ209897,0
ID_TZ209899,0
ID_TZ209901,0
ID_TZ209902,0
ID_TZ209903,0
ID_TZ209904,0
ID_TZ209906,0
ID_TZ209907,0
ID_TZ209912,0
ID_TZ209914,0
ID_TZ209917,0
ID_TZ209919,0
ID_TZ209920,0
ID_TZ209921,0
ID_TZ209923,1
ID_TZ209924,1
ID_TZ209925,0
ID_TZ209926,0
ID_TZ209927,0
ID_TZ209928,0
ID_TZ209930,0
ID_TZ209931,0
ID_TZ209932,0
ID_TZ209933,0
ID_TZ209936,0
ID_TZ209937,0
ID_TZ209938,0
ID_TZ209939,1
ID_TZ209941,0
ID_TZ209945,0
ID_TZ209948,0
ID_TZ209949,0
ID_TZ209950,0
ID_TZ209951,0
ID_TZ209952,0
ID_TZ209953,0
ID_TZ209954,0
ID_TZ209955,0
ID_TZ209957,0
ID_TZ209960,0
ID_TZ209961,0
ID_TZ209962,0
ID_TZ209963,0
ID_TZ209964,0
ID_TZ209965,0
ID_TZ209966,0
ID_TZ209967,0
ID_TZ209968,0
ID_TZ209969,0
ID_TZ209970,0
ID_TZ209971,1
ID_TZ209972,0
ID_TZ209974,0
ID_TZ209975,0
ID_TZ209976,0
ID_TZ209977,0
ID_TZ209978,0
ID_TZ209979,0
ID_TZ209980,1
ID_TZ209982,0
ID_TZ209983,0
ID_TZ209984,0
ID_TZ209985,0
ID_TZ209986,0
ID_TZ209987,0
ID_TZ209988,0
ID_TZ209989,0
ID_TZ209990,0
ID_TZ209991,0
ID_TZ209993,0
ID_TZ209995,0
ID_TZ209996,0
ID_TZ209997,0
ID_TZ209998,0
ID_TZ209999,0
ID_TZ210001,0
ID_TZ210003,0
ID_TZ210004,1
ID_TZ210006,0
ID_TZ210007,0
ID_TZ210008,0
ID_TZ210009,0
ID_TZ210010,0
ID_TZ210011,0
ID_TZ210012,0
ID_TZ210013,0
ID_TZ210014,0
ID_TZ210015,0
ID_TZ210016,0
ID_TZ210017,0
ID_TZ210018,0
ID_TZ210019,0
ID_TZ210021,0
ID_TZ210022,0
ID_TZ210023,1
ID_TZ210024,0
ID_TZ210025,0
ID_TZ210027,0
ID_TZ210028,0
ID_TZ210029,0
ID_TZ210030,0
ID_TZ210031,0
ID_TZ210033,0
ID_TZ210034,0
ID_TZ210035,0
ID_TZ210038,0
ID_TZ210043,0
ID_TZ210044,0
ID_TZ210046,0
ID_TZ210047,0
ID_TZ210049,0
ID_TZ210050,0
ID_TZ210051,0
ID_TZ210053,0
ID_TZ210055,0
ID_TZ210056,1
ID_TZ210057,0
ID_TZ210058,0
ID_TZ210059,0
ID_TZ210061,0
ID_TZ210063,0
ID_TZ210065,0
ID_TZ210066,0
ID_TZ210067,0
ID_TZ210068,0
ID_TZ210069,0
ID_TZ210070,0
ID_TZ210071,0
ID_TZ210073,0
ID_TZ210074,0
ID_TZ210075,0
ID_TZ210078,0
ID_TZ210080,0
ID_TZ210081,0
ID_TZ210083,0
ID_TZ210084,0
ID_TZ210085,0
ID_TZ210086,0
ID_TZ210089,0
ID_TZ210092,0
ID_TZ210095,0
ID_TZ210096,0
ID_TZ210097,0
ID_TZ210098,0
ID_TZ210099,0
ID_TZ210103,0
ID_TZ210105,0
ID_TZ210107,0
ID_TZ210108,0
ID_TZ210109,0
ID_TZ210111,0
ID_TZ210112,0
ID_TZ210113,0
ID_TZ210115,0
ID_TZ210116,0
ID_TZ210117,0
ID_TZ210119,0
ID_TZ210120,0
ID_TZ210121,0
ID_TZ210122,1
ID_TZ210123,0
ID_TZ210124,0
ID_TZ210125,0
ID_TZ210126,0
ID_TZ210128,0
ID_TZ210129,0
ID_TZ210130,0
ID_TZ210132,0
ID_TZ210133,0
ID_TZ210134,0
ID_TZ210135,0
ID_TZ210136,0
ID_TZ210139,0
ID_TZ210140,0
ID_TZ210142,0
ID_TZ210143,0
ID_TZ210144,0
ID_TZ210145,0
ID_TZ210146,0
ID_TZ210147,0
ID_TZ210149,0
ID_TZ210150,0
ID_TZ210151,0
ID_TZ210153,0
ID_TZ210154,0
ID_TZ210155,0
ID_TZ210158,0
ID_TZ210159,0
ID_TZ210161,0
ID_TZ210164,0
ID_TZ210165,1
ID_TZ210167,0
ID_TZ210168,0
ID_TZ210169,1
ID_TZ210170,0
ID_TZ210171,0
ID_TZ210175,0
ID_TZ210176,0
ID_TZ210178,0
ID_TZ210179,0
ID_TZ210180,0
ID_TZ210181,0
ID_TZ210182,0
ID_TZ210183,0
ID_TZ210184,0
ID_TZ210187,0
ID_TZ210188,0
ID_TZ210189,0
ID_TZ210190,0
ID_TZ210191,0
ID_TZ210193,0
ID_TZ210195,1
ID_TZ210197,0
ID_TZ210198,0
ID_TZ210199,0
ID_TZ210200,0
ID_TZ210202,0
ID_TZ210204,0
ID_TZ210205,0
ID_TZ210206,0
ID_TZ210208,0
ID_TZ210212,0
ID_TZ210213,0
ID_TZ210214,0
ID_TZ210215,0
ID_TZ210216,0
ID_TZ210217,0
ID_TZ210218,0
ID_TZ210219,0
ID_TZ210220,0
ID_TZ210222,0
ID_TZ210224,0
ID_TZ210225,0
ID_TZ210226,0
ID_TZ210227,0
ID_TZ210228,0
ID_TZ210229,0
ID_TZ210230,0
ID_TZ210231,0
ID_TZ210232,0
ID_TZ210233,0
ID_TZ210235,0
ID_TZ210236,0
ID_TZ210237,0
ID_TZ210238,0
ID_TZ210239,0
ID_TZ210241,0
ID_TZ210242,0
ID_TZ210243,0
ID_TZ210245,0
ID_TZ210246,0
ID_TZ210247,1
ID_TZ210249,0
ID_TZ210250,0
ID_TZ210252,0
ID_TZ210253,0
ID_TZ210254,0
ID_TZ210256,0
ID_TZ210257,0
ID_TZ210258,0
ID_TZ210260,0
ID_TZ210262,1
ID_TZ210263,1
ID_TZ210264,0
ID_TZ210265,0
ID_TZ210266,0
ID_TZ210267,0
ID_TZ210268,0
ID_TZ210269,0
ID_TZ210270,0
ID_TZ210271,0
ID_TZ210273,0
ID_TZ210274,0
ID_TZ210275,0
ID_TZ210277,0
ID_TZ210278,0
ID_TZ210280,0
ID_TZ210281,0
ID_TZ210282,0
ID_TZ210286,0
ID_TZ210288,0
ID_TZ210289,0
ID_TZ210290,0
ID_TZ210291,0
ID_TZ210292,0
ID_TZ210293,0
ID_TZ210294,0
ID_TZ210295,0
ID_TZ210296,0
ID_TZ210297,0
ID_TZ210298,0
ID_TZ210301,0
ID_TZ210302,0
ID_TZ210303,0
ID_TZ210304,0
ID_TZ210305,0
ID_TZ210306,0
ID_TZ210307,0
ID_TZ210309,0
ID_TZ210311,0
ID_TZ210314,0
ID_TZ210316,0
ID_TZ210317,0
ID_TZ210319,0
ID_TZ210320,0
ID_TZ210321,0
ID_TZ210322,0
ID_TZ210325,0
ID_TZ210326,0
ID_TZ210327,0
ID_TZ210328,0
ID_TZ210331,0
ID_TZ210332,0
ID_TZ210333,0
ID_TZ210334,0
ID_TZ210335,0
ID_TZ210336,0
ID_TZ210337,0
ID_TZ210339,0
ID_TZ210340,0
ID_TZ210341,0
ID_TZ210342,0
ID_TZ210343,0
ID_TZ210345,0
ID_TZ210346,0
ID_TZ210348,0
ID_TZ210349,0
ID_TZ210350,0
ID_TZ210351,0
ID_TZ210353,0
ID_TZ210354,0
ID_TZ210358,0
ID_TZ210359,0
ID_TZ210360,0
ID_TZ210361,0
ID_TZ210362,0
ID_TZ210363,0
ID_TZ210364,0
ID_TZ210366,0
ID_TZ210367,0
ID_TZ210368,0
ID_TZ210369,0
ID_TZ210371,0
ID_TZ210372,0
ID_TZ210374,0
ID_TZ210375,0
ID_TZ210376,0
ID_TZ210377,0
ID_TZ210378,0
ID_TZ210380,0
ID_TZ210382,0
ID_TZ210383,0
ID_TZ210384,0
ID_TZ210385,0
ID_TZ210386,0
ID_TZ210387,0
ID_TZ210388,0
ID_TZ210389,0
ID_TZ210390,0
ID_TZ210391,0
ID_TZ210392,0
ID_TZ210393,0
ID_TZ210394,0
ID_TZ210395,0
ID_TZ210397,0
ID_TZ210398,0
ID_TZ210399,0
ID_TZ210400,0
ID_TZ210401,0
ID_TZ210402,0
ID_TZ210403,0
ID_TZ210404,0
ID_TZ210405,0
ID_TZ210406,0
ID_TZ210407,1
ID_TZ210409,0
ID_TZ210410,0
ID_TZ210411,0
ID_TZ210413,0
ID_TZ210415,0
ID_TZ210417,0
ID_TZ210418,0
ID_TZ210420,0
ID_TZ210422,0
ID_TZ210423,0
ID_TZ210425,0
ID_TZ210426,0
ID_TZ210427,0
ID_TZ210428,0
ID_TZ210429,0
ID_TZ210430,0
ID_TZ210431,0
ID_TZ210432,0
ID_TZ210433,0
ID_TZ210434,0
ID_TZ210435,0
ID_TZ210436,0
ID_TZ210437,0
ID_TZ210438,1
ID_TZ210439,0
ID_TZ210440,1
ID_TZ210441,0
ID_TZ210442,0
ID_TZ210443,0
ID_TZ210445,0
ID_TZ210446,0
ID_TZ210448,0
ID_TZ210450,0
ID_TZ210451,0
ID_TZ210452,0
ID_TZ210453,0
ID_TZ210456,0
ID_TZ210457,0
ID_TZ210458,0
ID_TZ210459,0
ID_TZ210460,0
ID_TZ210464,0
ID_TZ210465,0
ID_TZ210466,0
ID_TZ210468,0
ID_TZ210472,0
ID_TZ210473,0
ID_TZ210476,0
ID_TZ210478,0
ID_TZ210479,0
ID_TZ210481,0
ID_TZ210483,0
ID_TZ210484,0
ID_TZ210485,0
ID_TZ210486,0
ID_TZ210490,0
ID_TZ210491,0
ID_TZ210492,0
ID_TZ210493,0
ID_TZ210494,0
ID_TZ210496,0
ID_TZ210497,0
ID_TZ210500,0
ID_TZ210501,0
ID_TZ210502,0
ID_TZ210503,0
ID_TZ210504,0
ID_TZ210505,0
ID_TZ210506,0
ID_TZ210507,0
ID_TZ210508,0
ID_TZ210509,0
ID_TZ210510,0
ID_TZ210511,0
ID_TZ210514,0
ID_TZ210516,0
ID_TZ210517,0
ID_TZ210519,0
ID_TZ210520,0
ID_TZ210521,0
ID_TZ210522,0
ID_TZ210524,0
ID_TZ210526,0
ID_TZ210527,0
ID_TZ210528,0
ID_TZ210529,0
ID_TZ210530,0
ID_TZ210532,0
ID_TZ210534,0
ID_TZ210535,1
ID_TZ210536,0
ID_TZ210537,0
ID_TZ210538,0
ID_TZ210539,0
ID_TZ210540,0
ID_TZ210541,0
ID_TZ210543,0
ID_TZ210544,0
ID_TZ210545,0
ID_TZ210547,0
ID_TZ210548,0
ID_TZ210549,0
ID_TZ210550,0
ID_TZ210552,0
ID_TZ210554,0
ID_TZ210555,0
ID_TZ210558,0
ID_TZ210559,0
ID_TZ210560,0
ID_TZ210561,0
ID_TZ210562,0
ID_TZ210564,0
ID_TZ210566,0
ID_TZ210567,0
ID_TZ210568,0
ID_TZ210569,0
ID_TZ210571,0
ID_TZ210572,0
ID_TZ210573,0
ID_TZ210574,0
ID_TZ210575,0
ID_TZ210576,0
ID_TZ210578,0
ID_TZ210580,0
ID_TZ210581,0
ID_TZ210582,0
ID_TZ210583,1
ID_TZ210584,0
ID_TZ210585,0
ID_TZ210586,0
ID_TZ210587,1
ID_TZ210588,0
ID_TZ210590,0
ID_TZ210591,0
ID_TZ210592,0
ID_TZ210595,0
ID_TZ210597,0
ID_TZ210600,0
ID_TZ210601,0
ID_TZ210602,0
ID_TZ210604,0
ID_TZ210606,0
ID_TZ210609,0
ID_TZ210610,0
ID_TZ210613,0
ID_TZ210615,0
ID_TZ210617,1
ID_TZ210619,0
ID_TZ210621,0
ID_TZ210623,0
ID_TZ210626,0
ID_TZ210627,0
ID_TZ210628,0
ID_TZ210629,0
ID_TZ210630,0
ID_TZ210631,0
ID_TZ210632,0
ID_TZ210633,0
ID_TZ210634,0
ID_TZ210635,0
ID_TZ210636,0
ID_TZ210637,0
ID_TZ210639,0
ID_TZ210641,0
ID_TZ210642,0
ID_TZ210644,0
ID_TZ210645,0
ID_TZ210646,0
ID_TZ210647,1
ID_TZ210649,1
ID_TZ210652,0
ID_TZ210653,0
ID_TZ210654,0
ID_TZ210655,0
ID_TZ210656,0
ID_TZ210657,0
ID_TZ210659,0
ID_TZ210660,0
ID_TZ210661,0
ID_TZ210662,0
ID_TZ210664,0
ID_TZ210667,0
ID_TZ210668,0
ID_TZ210670,0
ID_TZ210672,0
ID_TZ210673,0
ID_TZ210675,0
ID_TZ210676,0
ID_TZ210677,0
ID_TZ210679,0
ID_TZ210680,0
ID_TZ210681,0
ID_TZ210682,0
ID_TZ210683,0
ID_TZ210684,0
ID_TZ210685,0
ID_TZ210686,0
ID_TZ210689,0
ID_TZ210690,0
ID_TZ210692,0
ID_TZ210693,0
ID_TZ210696,0
ID_TZ210697,0
ID_TZ210699,1
ID_TZ210700,0
ID_TZ210701,0
ID_TZ210702,0
ID_TZ210703,1
ID_TZ210704,0
ID_TZ210706,0
ID_TZ210707,0
ID_TZ210708,0
ID_TZ210709,0
ID_TZ210711,0
ID_TZ210712,0
ID_TZ210713,0
ID_TZ210714,0
ID_TZ210715,0
ID_TZ210718,0
ID_TZ210719,0
ID_TZ210720,0
ID_TZ210721,0
ID_TZ210722,0
ID_TZ210724,0
ID_TZ210726,0
ID_TZ210727,0
ID_TZ210728,0
ID_TZ210729,0
ID_TZ210730,0
ID_TZ210731,0
ID_TZ210732,0
ID_TZ210735,0
ID_TZ210736,0
ID_TZ210737,0
ID_TZ210739,0
ID_TZ210741,0
ID_TZ210742,0
ID_TZ210744,0
ID_TZ210745,0
ID_TZ210747,0
ID_TZ210748,0
ID_TZ210751,0
ID_TZ210753,0
ID_TZ210754,0
ID_TZ210755,0
ID_TZ210756,0
ID_TZ210758,0
ID_TZ210760,0
ID_TZ210763,0
ID_TZ210764,0
ID_TZ210765,0
ID_TZ210766,0
ID_TZ210767,0
ID_TZ210768,0
ID_TZ210769,0
ID_TZ210772,0
ID_TZ210773,0
ID_TZ210775,0
ID_TZ210776,0
ID_TZ210777,0
ID_TZ210778,0
ID_TZ210779,0
ID_TZ210780,0
ID_TZ210781,0
ID_TZ210782,0
ID_TZ210783,0
ID_TZ210784,0
ID_TZ210785,1
ID_TZ210786,0
ID_TZ210787,0
ID_TZ210788,0
ID_TZ210789,0
ID_TZ210791,0
ID_TZ210792,0
ID_TZ210794,0
ID_TZ210797,0
ID_TZ210798,0
ID_TZ210801,0
ID_TZ210802,0
ID_TZ210804,0
ID_TZ210805,0
ID_TZ210808,0
ID_TZ210810,0
ID_TZ210811,0
ID_TZ210812,0
ID_TZ210813,1
ID_TZ210814,0
ID_TZ210815,0
ID_TZ210818,0
ID_TZ210819,0
ID_TZ210822,1
ID_TZ210824,0
ID_TZ210825,0
ID_TZ210828,0
ID_TZ210829,0
ID_TZ210831,0
ID_TZ210832,0
ID_TZ210834,0
ID_TZ210836,0
ID_TZ210837,0
ID_TZ210838,0
ID_TZ210839,0
ID_TZ210840,0
ID_TZ210841,0
ID_TZ210842,0
ID_TZ210843,0
ID_TZ210844,0
ID_TZ210845,0
ID_TZ210846,0
ID_TZ210847,0
ID_TZ210848,0
ID_TZ210849,0
ID_TZ210850,0
ID_TZ210852,0
ID_TZ210854,0
ID_TZ210855,0
ID_TZ210856,0
ID_TZ210858,1
ID_TZ210859,0
ID_TZ210860,0
ID_TZ210861,1
ID_TZ210863,0
ID_TZ210864,1
ID_TZ210866,0
ID_TZ210867,0
ID_TZ210868,0
ID_TZ210869,0
ID_TZ210871,0
ID_TZ210872,0
ID_TZ210873,0
ID_TZ210877,1
ID_TZ210880,0
ID_TZ210882,0
ID_TZ210883,1
ID_TZ210885,0
ID_TZ210886,0
ID_TZ210889,0
ID_TZ210891,0
ID_TZ210892,0
ID_TZ210893,0
ID_TZ210894,0
ID_TZ210897,0
ID_TZ210898,0
ID_TZ210900,0
ID_TZ210901,0
ID_TZ210902,0
ID_TZ210904,0
ID_TZ210905,0
ID_TZ210906,0
ID_TZ210908,0
ID_TZ210909,0
ID_TZ210910,0
ID_TZ210914,1
ID_TZ210915,0
ID_TZ210916,0
ID_TZ210918,0
ID_TZ210919,0
ID_TZ210921,0
ID_TZ210922,0
ID_TZ210923,0
ID_TZ210924,0
ID_TZ210926,0
ID_TZ210927,0
ID_TZ210928,0
ID_TZ210929,0
ID_TZ210930,0
ID_TZ210932,0
ID_TZ210934,0
ID_TZ210935,0
ID_TZ210939,0
ID_TZ210941,0
ID_TZ210942,0
ID_TZ210943,0
ID_TZ210944,0
ID_TZ210945,0
ID_TZ210946,0
ID_TZ210948,0
ID_TZ210950,0
ID_TZ210951,0
ID_TZ210953,0
ID_TZ210954,0
ID_TZ210957,0
ID_TZ210959,0
ID_TZ210960,0
ID_TZ210961,0
ID_TZ210962,0
ID_TZ210964,1
ID_TZ210965,0
ID_TZ210968,0
ID_TZ210969,0
ID_TZ210970,0
ID_TZ210971,0
ID_TZ210973,0
ID_TZ210974,0
ID_TZ210975,0
ID_TZ210976,1
ID_TZ210977,1
ID_TZ210978,0
ID_TZ210979,0
ID_TZ210980,0
ID_TZ210981,0
ID_TZ210982,0
ID_TZ210983,0
ID_TZ210984,0
ID_TZ210985,0
ID_TZ210988,0
ID_TZ210989,0
ID_TZ210990,0
ID_TZ210992,0
ID_TZ210993,0
ID_TZ210994,0
ID_TZ210995,0
ID_TZ210996,0
ID_TZ210997,0
ID_TZ210999,0
ID_TZ211000,0
ID_TZ211001,0
ID_TZ211003,0
ID_TZ211005,0
ID_TZ211006,0
ID_TZ211007,0
ID_TZ211008,0
ID_TZ211009,0
ID_TZ211010,0
ID_TZ211011,0
ID_TZ211012,0
ID_TZ211013,0
ID_TZ211016,0
ID_TZ211017,0
ID_TZ211018,0
ID_TZ211019,0
ID_TZ211020,0
ID_TZ211021,0
ID_TZ211022,0
ID_TZ211023,0
ID_TZ211024,0
ID_TZ211025,0
ID_TZ211026,0
ID_TZ211027,0
ID_TZ211029,0
ID_TZ211030,0
ID_TZ211031,0
ID_TZ211033,0
ID_TZ211034,0
ID_TZ211035,0
ID_TZ211036,0
ID_TZ211037,0
ID_TZ211038,0
ID_TZ211041,0
ID_TZ211042,0
ID_TZ211043,0
ID_TZ211044,0
ID_TZ211045,0
ID_TZ211047,0
ID_TZ211049,0
ID_TZ211050,0
ID_TZ211051,0
ID_TZ211052,0
ID_TZ211053,0
ID_TZ211054,0
ID_TZ211055,0
ID_TZ211056,0
ID_TZ211057,0
ID_TZ211058,0
ID_TZ211060,0
ID_TZ211062,0
ID_TZ211064,0
ID_TZ211065,0
ID_TZ211066,0
ID_TZ211067,0
ID_TZ211068,1
ID_TZ211069,0
ID_TZ211070,1
ID_TZ211072,0
ID_TZ211073,0
ID_TZ211074,0
ID_TZ211075,0
ID_TZ211076,0
ID_TZ211077,0
ID_TZ211080,0
ID_TZ211081,0
ID_TZ211082,0
ID_TZ211084,0
ID_TZ211085,0
ID_TZ211086,0
ID_TZ211088,0
ID_TZ211089,0
ID_TZ211090,0
ID_TZ211091,0
ID_TZ211092,0
ID_TZ211095,0
ID_TZ211098,0
ID_TZ211099,1
ID_TZ211100,0
ID_TZ211101,0
ID_TZ211103,0
ID_TZ211104,0
ID_TZ211105,0
ID_TZ211106,0
ID_TZ211107,0
ID_TZ211108,0
ID_TZ211110,0
ID_TZ211111,0
ID_TZ211112,0
ID_TZ211114,0
ID_TZ211115,0
ID_TZ211116,0
ID_TZ211117,0
ID_TZ211118,0
ID_TZ211121,0
ID_TZ211122,0
ID_TZ211123,0
ID_TZ211124,0
ID_TZ211125,0
ID_TZ211128,0
ID_TZ211131,0
ID_TZ211132,0
ID_TZ211133,0
ID_TZ211134,0
ID_TZ211135,0
ID_TZ211136,1
ID_TZ211137,0
ID_TZ211138,0
ID_TZ211140,0
ID_TZ211142,0
ID_TZ211145,0
ID_TZ211147,0
ID_TZ211148,0
ID_TZ211149,0
ID_TZ211151,0
ID_TZ211153,0
ID_TZ211154,0
ID_TZ211155,0
ID_TZ211157,0
ID_TZ211158,1
ID_TZ211159,0
ID_TZ211160,0
ID_TZ211162,0
ID_TZ211164,0
ID_TZ211165,0
ID_TZ211166,0
ID_TZ211168,0
ID_TZ211170,0
ID_TZ211171,0
ID_TZ211174,0
ID_TZ211175,1
ID_TZ211176,0
ID_TZ211178,0
ID_TZ211179,0
ID_TZ211180,0
ID_TZ211181,0
ID_TZ211183,0
ID_TZ211186,0
ID_TZ211187,0
ID_TZ211189,0
ID_TZ211190,0
ID_TZ211191,0
ID_TZ211194,0
ID_TZ211197,0
ID_TZ211199,0
ID_TZ211200,0
ID_TZ211201,0
ID_TZ211202,0
ID_TZ211203,0
ID_TZ211204,0
ID_TZ211205,0
ID_TZ211206,0
ID_TZ211207,0
ID_TZ211208,1
ID_TZ211210,0
ID_TZ211211,0
ID_TZ211213,0
ID_TZ211216,0
ID_TZ211218,0
ID_TZ211219,0
ID_TZ211220,0
ID_TZ211222,0
ID_TZ211223,0
ID_TZ211224,0
ID_TZ211225,0
ID_TZ211226,0
ID_TZ211229,0
ID_TZ211230,0
ID_TZ211231,0
ID_TZ211233,0
ID_TZ211235,0
ID_TZ211237,0
ID_TZ211238,0
ID_TZ211239,0
ID_TZ211240,0
ID_TZ211241,0
ID_TZ211242,0
ID_TZ211244,0
ID_TZ211245,0
ID_TZ211247,0
ID_TZ211248,0
ID_TZ211250,0
ID_TZ211251,0
ID_TZ211253,0
ID_TZ211254,0
ID_TZ211255,0
ID_TZ211258,0
ID_TZ211259,0
ID_TZ211261,1
ID_TZ211263,0
ID_TZ211264,0
ID_TZ211265,0
ID_TZ211266,0
ID_TZ211267,0
ID_TZ211268,0
ID_TZ211270,0
ID_TZ211271,0
ID_TZ211272,0
